Склад,Штабель,Марка,Максимальная температура,Дата измерения,Возраст штабеля (дни),ignition_in_2d
4,16,A1-КТК,61.5,2020-02-19,338.0,False
4,16,A1-КТК,61.9,2020-02-19,338.0,False
4,16,A1-КТК,65.4,2020-02-20,339.0,False
4,16,A1-КТК,32.5,2020-02-20,339.0,False
4,16,A1-КТК,35.7,2020-02-21,340.0,False
4,16,A1,36.5,2020-02-21,340.0,False
3,36,A1,35.8,2020-02-24,,False
3,36,A1-МТ-,31.0,2020-02-24,,False
3,7,A1,29.7,2020-04-27,,False
3,25,A1,27.8,2020-04-27,,False
3,10,A1,30.8,2020-04-27,299.0,False
3,32,A1,29.6,2020-04-27,,False
3,50,A1,29.7,2020-04-27,,False
4,6,A1,24.0,2020-04-27,126.0,False
4,30,A1,30.0,2020-04-27,,False
4,39,A1,30.8,2020-04-27,-18.0,False
4,30,A1,34.6,2020-04-27,,False
4,47,A1,29.7,2020-04-27,,False
6,1,A1,22.7,2020-04-27,-135.0,False
6,1,A1,23.7,2020-04-27,-135.0,False
6,4,A1,27.4,2020-04-27,2.0,False
3,7,A1,27.5,2020-04-28,,False
3,25,A1,21.7,2020-04-28,,False
3,10,A1,20.9,2020-04-28,300.0,False
3,32,A1,25.5,2020-04-28,,False
3,50,A1,25.7,2020-04-28,,False
4,6,A1,23.0,2020-04-28,127.0,False
4,30,A1,24.5,2020-04-28,,False
4,39,A1,25.0,2020-04-28,-17.0,False
4,30,A1,26.7,2020-04-28,,False
4,47,A1,22.4,2020-04-28,,False
6,1,A1,21.7,2020-04-28,-134.0,False
6,1,A1,27.7,2020-04-28,-134.0,False
6,4,A1,28.8,2020-04-28,3.0,False
3,7,A1,24.6,2020-04-29,,False
3,25,A1,19.9,2020-04-29,,False
3,10,A1,22.7,2020-04-29,301.0,False
3,32,A1,24.5,2020-04-29,,False
3,50,A1,23.2,2020-04-29,,False
4,6,A1,20.3,2020-04-29,128.0,False
4,30,A1,22.6,2020-04-29,,False
4,39,A1,23.5,2020-04-29,-16.0,False
4,30,A1,24.0,2020-04-29,,False
4,47,A1,23.2,2020-04-29,,False
6,1,A1,22.0,2020-04-29,-133.0,False
6,1,A1,25.6,2020-04-29,-133.0,False
6,4,A1,27.5,2020-04-29,4.0,False
3,7,A1,23.5,2020-04-30,,False
3,25,A1,23.3,2020-04-30,,False
3,32,A1,27.6,2020-04-30,,False
3,50,A1,25.8,2020-04-30,,False
4,6,A1,23.0,2020-04-30,129.0,False
4,30,A1,23.2,2020-04-30,,False
4,39,A1,20.0,2020-04-30,-15.0,False
4,30,A1,23.8,2020-04-30,,False
4,47,A1,24.5,2020-04-30,,False
6,1,A1,18.1,2020-04-30,-132.0,False
6,1,A1,21.7,2020-04-30,-132.0,False
6,4,A1,27.9,2020-04-30,5.0,False
3,7,A1,25.5,2020-05-01,,False
3,25,A1,21.6,2020-05-01,,False
3,32,A1,20.9,2020-05-01,,False
3,50,A1,23.0,2020-05-01,,False
4,6,A1,23.9,2020-05-01,130.0,False
4,30,A1,23.8,2020-05-01,,False
4,39,A1,22.5,2020-05-01,-14.0,False
4,30,A1,23.8,2020-05-01,,False
4,47,A1,21.8,2020-05-01,,False
6,1,A1,20.7,2020-05-01,-131.0,False
6,1,A1,21.0,2020-05-01,-131.0,False
6,4,A1,23.9,2020-05-01,6.0,False
3,7,A1,25.5,2020-05-02,,False
3,25,A1,19.6,2020-05-02,,False
3,32,A1,19.7,2020-05-02,,False
3,50,A1,20.7,2020-05-02,,False
4,6,A1,20.8,2020-05-02,131.0,False
4,30,A1,19.5,2020-05-02,,False
4,39,A1,24.3,2020-05-02,-13.0,False
4,30,A1,23.2,2020-05-02,,False
4,47,A1,18.0,2020-05-02,,False
6,1,A1,17.0,2020-05-02,-130.0,False
6,1,A1,19.4,2020-05-02,-130.0,False
6,4,A1,22.6,2020-05-02,7.0,False
3,7,A1,21.1,2020-05-03,,False
3,25,A1,22.6,2020-05-03,,False
3,32,A1,21.5,2020-05-03,,False
3,50,A1,22.9,2020-05-03,,False
4,6,A1,20.5,2020-05-03,132.0,False
4,30,A1,22.6,2020-05-03,,False
4,39,A1,21.4,2020-05-03,-12.0,False
4,30,A1,19.7,2020-05-03,,False
4,47,A1,20.0,2020-05-03,,False
6,1,A1,20.6,2020-05-03,-129.0,False
6,1,A1,23.2,2020-05-03,-129.0,False
6,4,A1,21.4,2020-05-03,8.0,False
3,7,A1,21.5,2020-05-04,,False
3,25,A1,23.9,2020-05-04,,False
3,32,A1,21.9,2020-05-04,,False
3,50,A1,24.8,2020-05-04,,False
4,30,A1,24.6,2020-05-04,,False
4,39,A1,22.4,2020-05-04,-11.0,False
4,30,A1,23.1,2020-05-04,,False
4,47,A1,20.3,2020-05-04,,False
4,6,A1,20.7,2020-05-04,133.0,False
6,1,A1,19.9,2020-05-04,-128.0,False
6,1,A1,21.4,2020-05-04,-128.0,False
6,4,A1,20.8,2020-05-04,9.0,False
3,7,A1,24.2,2020-05-05,,False
3,25,A1,22.2,2020-05-05,,False
3,32,A1,23.0,2020-05-05,,False
3,50,A1,20.6,2020-05-05,,False
4,30,A1,22.7,2020-05-05,,False
4,39,A1,24.6,2020-05-05,-10.0,False
4,30,A1,22.2,2020-05-05,,False
4,8,A1,21.5,2020-05-05,,False
4,47,A1,21.7,2020-05-05,,False
4,6,A1,31.4,2020-05-05,134.0,False
6,1,A1,21.8,2020-05-05,-127.0,False
6,1,A1,22.8,2020-05-05,-127.0,False
6,4,A1,23.9,2020-05-05,10.0,False
4,6,A1,26.8,2020-05-06,135.0,False
3,7,A1,21.8,2020-05-06,,False
3,25,A1,19.2,2020-05-06,,False
3,32,A1,19.3,2020-05-06,,False
3,50,A1,21.8,2020-05-06,,False
4,6,A1,18.8,2020-05-06,135.0,False
4,30,A1,23.5,2020-05-06,,False
4,39,A1,18.8,2020-05-06,-9.0,False
4,30,A1,19.8,2020-05-06,,False
4,8,A1,19.9,2020-05-06,,False
4,47,A1,22.3,2020-05-06,,False
6,1,A1,22.1,2020-05-06,-126.0,False
6,1,A1,19.9,2020-05-06,-126.0,False
6,4,A1,20.8,2020-05-06,11.0,False
3,7,A1,24.8,2020-05-07,,False
3,25,A1,21.8,2020-05-07,,False
3,32,A1,20.6,2020-05-07,,False
3,50,A1,19.8,2020-05-07,,False
4,6,A1,20.2,2020-05-07,136.0,False
4,30,A1,18.6,2020-05-07,,False
4,39,A1,20.3,2020-05-07,-8.0,False
4,3,NAN,19.9,2020-05-07,-102.0,False
4,8,A1,21.6,2020-05-07,,False
4,47,A1,20.8,2020-05-07,,False
6,1,A1,21.2,2020-05-07,-125.0,False
6,1,A1,19.5,2020-05-07,-125.0,False
6,4,A1,21.9,2020-05-07,12.0,False
3,7,A1,21.7,2020-05-08,,False
3,25,A1,22.5,2020-05-08,,False
3,32,A1,21.8,2020-05-08,,False
3,9,A1,19.9,2020-05-08,,False
3,50,A1,20.8,2020-05-08,,False
4,6,A1,20.2,2020-05-08,137.0,False
4,30,A1,20.6,2020-05-08,,False
4,39,A1,19.7,2020-05-08,-7.0,False
4,30,A1,19.9,2020-05-08,,False
4,8,A1,21.0,2020-05-08,,False
4,47,A1,20.7,2020-05-08,,False
6,1,A1,17.9,2020-05-08,-124.0,False
6,1,A1,22.9,2020-05-08,-124.0,False
6,4,A1,23.3,2020-05-08,13.0,False
3,7,A1,27.1,2020-05-09,,False
3,25,A1,24.8,2020-05-09,,False
3,32,A1,27.1,2020-05-09,,False
3,9,A1,26.3,2020-05-09,,False
3,50,A1,27.7,2020-05-09,,False
4,30,A1,26.0,2020-05-09,,False
4,39,A1,27.3,2020-05-09,-6.0,False
4,30,A1,25.3,2020-05-09,,False
4,8,A1,25.0,2020-05-09,,False
4,47,A1,26.7,2020-05-09,,False
4,6,A1,25.5,2020-05-09,138.0,False
6,1,A1,25.0,2020-05-09,-123.0,False
6,1,A1,23.5,2020-05-09,-123.0,False
6,4,A1,25.7,2020-05-09,14.0,False
3,7,A1,26.5,2020-05-10,,False
3,25,A1,22.9,2020-05-10,,False
3,32,A1,25.7,2020-05-10,,False
3,9,A1,24.5,2020-05-10,,False
3,50,A1,28.3,2020-05-10,,False
4,30,A1,26.4,2020-05-10,,False
4,39,A1,26.4,2020-05-10,-5.0,False
4,30,A1,25.2,2020-05-10,,False
4,8,A1,26.2,2020-05-10,,False
4,47,A1,26.1,2020-05-10,,False
4,6,A1,21.5,2020-05-10,139.0,False
6,1,A1,23.3,2020-05-10,-122.0,False
6,1,A1,23.0,2020-05-10,-122.0,False
6,4,A1,26.5,2020-05-10,15.0,False
3,7,A1,26.9,2020-05-11,,False
3,25,A1,26.8,2020-05-11,,False
3,32,A1,28.2,2020-05-11,,False
3,9,A1,25.1,2020-05-11,,False
3,50,A1,23.7,2020-05-11,,False
4,30,A1,25.1,2020-05-11,,False
4,39,A1,22.8,2020-05-11,-4.0,False
4,30,A1,26.6,2020-05-11,,False
4,8,A1,27.5,2020-05-11,,False
4,47,A1,26.7,2020-05-11,,False
4,6,A1,24.7,2020-05-11,140.0,False
6,1,A1,23.5,2020-05-11,-121.0,False
6,1,A1,28.8,2020-05-11,-121.0,False
6,4,A1,28.8,2020-05-11,16.0,False
3,7,A1,20.2,2020-05-12,,False
3,25,A1,19.3,2020-05-12,,False
3,9,A1,23.0,2020-05-12,,False
3,50,A1,24.9,2020-05-12,,False
4,6,A1,23.6,2020-05-12,141.0,True
4,30,A1,21.6,2020-05-12,,False
4,39,A1,21.6,2020-05-12,-3.0,False
4,30,A1,21.8,2020-05-12,,False
4,8,A1,21.7,2020-05-12,,False
4,47,A1,20.6,2020-05-12,,False
6,1,A1,21.3,2020-05-12,-120.0,False
6,1,A1,21.5,2020-05-12,-120.0,False
6,4,A1,23.4,2020-05-12,17.0,False
3,7,A1,23.1,2020-05-13,,False
3,25,A1,24.6,2020-05-13,,False
3,9,A1,22.1,2020-05-13,,False
3,50,A1,32.1,2020-05-13,,False
4,6,A1,21.4,2020-05-13,142.0,True
4,30,A1,21.1,2020-05-13,,False
4,39,A1,23.8,2020-05-13,-2.0,False
4,30,A1,21.7,2020-05-13,,False
4,8,A1,21.5,2020-05-13,,False
4,47,A1,18.6,2020-05-13,,False
6,1,A1,19.4,2020-05-13,-119.0,False
6,1,A1,25.4,2020-05-13,-119.0,False
6,4,A1,29.0,2020-05-13,18.0,False
3,7,A1,21.8,2020-05-14,,False
3,25,A1,19.8,2020-05-14,,False
3,9,A1,21.7,2020-05-14,,False
3,26,A1,21.9,2020-05-14,,False
3,50,A1,34.3,2020-05-14,,False
4,6,A1,84.0,2020-05-14,143.0,True
4,30,A1,22.0,2020-05-14,,False
4,39,A1,25.1,2020-05-14,-1.0,False
4,30,A1,19.3,2020-05-14,,False
4,47,A1,24.7,2020-05-14,,False
6,1,A1,17.5,2020-05-14,-118.0,False
6,1,A1,19.9,2020-05-14,-118.0,False
6,4,A1,24.5,2020-05-14,19.0,False
3,7,A1,19.7,2020-05-15,,False
3,25,A1,20.2,2020-05-15,,False
3,9,A1,22.9,2020-05-15,,False
3,26,A1,22.3,2020-05-15,,False
3,50,A1,27.5,2020-05-15,,False
4,6,A1,83.9,2020-05-15,144.0,True
4,30,A1,20.0,2020-05-15,,False
4,39,A1,22.0,2020-05-15,0.0,False
4,30,A1,21.6,2020-05-15,,False
4,47,A1,20.8,2020-05-15,,False
6,1,A1,19.8,2020-05-15,-117.0,False
6,1,A1,20.8,2020-05-15,-117.0,False
6,4,A1,19.7,2020-05-15,20.0,False
3,7,A1-СУЭК,29.0,2020-05-15,,False
3,25,A1-ЕР,27.0,2020-05-15,,False
3,50,A1,30.2,2020-05-15,,False
4,6,A1-СТР,21.4,2020-05-15,144.0,True
4,47,A1-СУЭК,29.0,2020-05-15,,False
4,30,A1-КТК,27.5,2020-05-15,,False
4,39,A1-ГЕН-,29.0,2020-05-15,0.0,False
6,4,A1-СА-ШУБ,28.7,2020-05-15,20.0,False
6,1,A1-КТК,28.4,2020-05-15,-117.0,False
3,7,A1,29.7,2020-05-16,,False
3,25,A1,29.4,2020-05-16,,False
3,50,A1,30.4,2020-05-16,,False
4,6,A1,23.7,2020-05-16,145.0,True
4,30,A1,28.2,2020-05-16,,False
4,39,А,29.4,2020-05-16,1.0,False
4,30,A1,28.7,2020-05-16,,False
4,47,A1,26.9,2020-05-16,,False
6,1,A1,25.6,2020-05-16,-116.0,False
6,1,A1,28.7,2020-05-16,-116.0,False
6,4,A1,27.9,2020-05-16,21.0,False
3,7,A1,26.7,2020-05-17,,False
3,25,A1,26.8,2020-05-17,,False
3,50,A1,24.6,2020-05-17,,False
4,6,A1,22.8,2020-05-17,146.0,False
4,30,A1,26.5,2020-05-17,,False
4,39,A1,24.2,2020-05-17,2.0,False
4,30,A1,26.7,2020-05-17,,False
4,47,A1,24.4,2020-05-17,,False
6,1,A1,26.1,2020-05-17,-115.0,False
6,1,A1,26.6,2020-05-17,-115.0,False
6,4,A1,26.1,2020-05-17,22.0,False
3,7,A1,18.0,2020-05-18,,False
3,25,A1,20.0,2020-05-18,,False
3,9,A1,19.5,2020-05-18,,False
3,26,A1,17.8,2020-05-18,,False
3,50,A1,22.5,2020-05-18,,False
4,6,A1,411.0,2020-05-18,147.0,False
4,30,A1,22.0,2020-05-18,,False
4,39,A1,20.6,2020-05-18,3.0,False
4,30,A1,17.6,2020-05-18,,False
4,47,A1,17.7,2020-05-18,,False
6,1,A1,15.5,2020-05-18,-114.0,False
6,1,A1,16.6,2020-05-18,-114.0,False
6,4,A1,15.6,2020-05-18,23.0,False
3,7,A1,27.9,2020-05-18,,False
3,25,A1,25.0,2020-05-18,,False
3,50,A1,25.6,2020-05-18,,False
4,6,A1,27.1,2020-05-18,147.0,False
4,30,A1,26.8,2020-05-18,,False
4,39,A1,26.7,2020-05-18,3.0,False
4,30,A1,25.8,2020-05-18,,False
4,47,A1,25.5,2020-05-18,,False
6,1,A1,27.2,2020-05-18,-114.0,False
6,1,A1,25.7,2020-05-18,-114.0,False
6,4,A1,26.1,2020-05-18,23.0,False
3,7,A1,10.1,2020-05-19,,False
3,25,A1,14.2,2020-05-19,,False
3,9,A1,10.1,2020-05-19,,False
3,26,A1,14.6,2020-05-19,,False
3,50,A1,11.5,2020-05-19,,False
4,6,A1,11.2,2020-05-19,148.0,False
4,30,A1,7.7,2020-05-19,,False
4,39,A1,13.3,2020-05-19,4.0,False
4,30,A1,13.4,2020-05-19,,False
4,47,A1,14.2,2020-05-19,,False
6,1,A1,9.7,2020-05-19,-113.0,False
6,1,A1,10.1,2020-05-19,-113.0,False
6,4,A1,14.4,2020-05-19,24.0,False
3,7,A1,20.6,2020-05-20,,False
3,25,A1,18.7,2020-05-20,,False
3,9,A1,21.4,2020-05-20,,False
3,26,A1,20.7,2020-05-20,,False
3,50,A1,23.4,2020-05-20,,False
3,34,A1,22.6,2020-05-20,,False
4,6,A1,21.6,2020-05-20,149.0,False
4,30,A1,23.1,2020-05-20,,False
4,39,A1,22.7,2020-05-20,5.0,False
4,30,A1,20.5,2020-05-20,,False
4,47,A1,21.4,2020-05-20,,False
6,1,A1,19.5,2020-05-20,-112.0,False
3,7,A1,22.8,2020-05-21,,False
3,25,A1,26.2,2020-05-21,,False
3,9,A1,30.8,2020-05-21,,False
3,26,A1,35.4,2020-05-21,,False
3,34,A1,26.4,2020-05-21,,False
4,6,A1,23.8,2020-05-21,150.0,False
4,30,A1,24.2,2020-05-21,,False
4,39,A1,26.8,2020-05-21,6.0,False
4,30,A1,23.1,2020-05-21,,False
4,47,A1,19.9,2020-05-21,,False
6,1,A1,16.3,2020-05-21,-111.0,False
6,1,A1,21.9,2020-05-21,-111.0,False
6,4,A1,23.3,2020-05-21,26.0,False
3,7,A1,21.4,2020-05-22,,False
3,25,A1,20.8,2020-05-22,,False
3,34,A1,24.5,2020-05-22,,False
3,9,A1,24.2,2020-05-22,,False
3,26,A1,28.1,2020-05-22,,False
4,6,A1,22.1,2020-05-22,151.0,False
4,30,A1,26.6,2020-05-22,,False
4,39,A1,24.4,2020-05-22,7.0,False
4,30,A1,22.0,2020-05-22,,False
4,47,A1,22.8,2020-05-22,,False
6,1,A1,24.2,2020-05-22,-110.0,False
6,1,A1,23.8,2020-05-22,-110.0,False
6,4,A1,25.5,2020-05-22,27.0,False
3,7,A1,23.0,2020-05-21,,False
3,25,A1,22.9,2020-05-21,,False
3,34,A1,25.0,2020-05-21,,False
3,9,A1,23.3,2020-05-21,,False
3,26,A1,27.6,2020-05-21,,False
4,6,A1,23.0,2020-05-21,150.0,False
4,30,A1,28.5,2020-05-21,,False
4,39,A1,24.0,2020-05-21,6.0,False
4,30,A1,26.4,2020-05-21,,False
4,47,A1,23.4,2020-05-21,,False
6,1,A1,23.9,2020-05-21,-111.0,False
6,1,A1,24.7,2020-05-21,-111.0,False
6,4,A1,25.5,2020-05-21,26.0,False
3,7,A1,23.0,2020-05-21,,False
3,25,A1,22.9,2020-05-21,,False
3,34,A1,25.0,2020-05-21,,False
3,9,A1,23.3,2020-05-21,,False
3,26,A1,27.6,2020-05-21,,False
4,6,A1,23.0,2020-05-21,150.0,False
4,30,A1,28.5,2020-05-21,,False
4,39,A1,24.0,2020-05-21,6.0,False
4,30,A1,26.4,2020-05-21,,False
4,47,A1,23.4,2020-05-21,,False
6,1,A1,23.9,2020-05-21,-111.0,False
6,1,A1,24.7,2020-05-21,-111.0,False
6,4,A1,25.5,2020-05-21,26.0,False
3,7,A1,24.0,2020-05-22,,False
3,25,A1,24.2,2020-05-22,,False
3,34,A1,27.5,2020-05-22,,False
3,9,A1,22.9,2020-05-22,,False
3,26,A1,23.1,2020-05-22,,False
4,6,A1,20.2,2020-05-22,151.0,False
4,30,A1,28.0,2020-05-22,,False
4,39,A1,25.4,2020-05-22,7.0,False
4,30,A1,28.4,2020-05-22,,False
4,47,A1,23.0,2020-05-22,,False
6,1,A1,23.3,2020-05-22,-110.0,False
6,1,A1,27.4,2020-05-22,-110.0,False
6,4,A1,25.5,2020-05-22,27.0,False
3,7,A1,30.0,2020-05-22,,False
3,25,A1,26.1,2020-05-22,,False
3,34,A1,27.5,2020-05-22,,False
3,9,A1,25.9,2020-05-22,,False
3,26,A1,28.4,2020-05-22,,False
4,6,A1,27.0,2020-05-22,151.0,False
4,30,A1,25.4,2020-05-22,,False
4,39,A1,28.1,2020-05-22,7.0,False
4,30,A1,28.7,2020-05-22,,False
4,47,A1,28.0,2020-05-22,,False
6,1,A1,28.2,2020-05-22,-110.0,False
6,1,A1,25.6,2020-05-22,-110.0,False
6,4,A1,26.6,2020-05-22,27.0,False
3,7,A1,21.2,2020-05-20,,False
3,25,A1,22.9,2020-05-20,,False
3,9,A1,30.8,2020-05-20,,False
3,7,A1,25.7,2020-05-23,,False
3,25,A1,26.3,2020-05-23,,False
3,34,A1,29.1,2020-05-23,,False
3,9,A1,27.7,2020-05-23,,False
3,26,A1,25.5,2020-05-23,,False
4,6,A1,23.3,2020-05-23,152.0,False
4,30,A1,28.3,2020-05-23,,False
4,39,A1,26.9,2020-05-23,8.0,False
4,30,A1,26.5,2020-05-23,,False
4,47,A1,26.4,2020-05-23,,False
6,1,A1,26.1,2020-05-23,-109.0,False
6,1,A1,26.8,2020-05-23,-109.0,False
6,4,A1,27.4,2020-05-23,28.0,False
3,7,A1,26.7,2020-05-23,,False
3,25,A1,26.9,2020-05-23,,False
3,34,A1,24.5,2020-05-23,,False
3,9,A1,23.1,2020-05-23,,False
3,26,A1,27.2,2020-05-23,,False
4,6,A1,26.2,2020-05-23,152.0,False
4,30,A1,25.2,2020-05-23,,False
4,39,A1,24.8,2020-05-23,8.0,False
4,30,A1,26.0,2020-05-23,,False
4,47,A1,26.4,2020-05-23,,False
6,1,A1,27.1,2020-05-23,-109.0,False
6,1,A1,25.4,2020-05-23,-109.0,False
6,4,A1,26.6,2020-05-23,28.0,False
3,7,A1,29.1,2020-05-24,,False
3,25,A1,26.6,2020-05-24,,False
3,34,A1,29.7,2020-05-24,,False
3,9,A1,31.5,2020-05-24,,False
3,26,A1,35.9,2020-05-24,,False
4,30,A1,24.7,2020-05-24,,False
4,39,A1,28.2,2020-05-24,9.0,False
4,30,A1,25.3,2020-05-24,,False
4,47,A1,27.4,2020-05-24,,False
4,6,A1,25.4,2020-05-24,153.0,False
6,1,A1,28.8,2020-05-24,-108.0,False
6,1,A1,24.4,2020-05-24,-108.0,False
6,4,A1,26.6,2020-05-24,29.0,False
3,7,A1,18.6,2020-05-25,,False
3,25,A1,21.4,2020-05-25,,False
3,34,A1,26.5,2020-05-25,,False
3,7,A1,25.9,2020-05-25,,False
3,25,A1,27.3,2020-05-25,,False
3,34,A1,25.4,2020-05-25,,False
3,9,A1,25.2,2020-05-25,,False
3,26,A1,25.9,2020-05-25,,False
4,6,A1,28.5,2020-05-25,154.0,False
4,30,A1,26.7,2020-05-25,,False
4,39,A1,28.4,2020-05-25,10.0,False
4,30,A1,26.0,2020-05-25,,False
4,47,A1,26.5,2020-05-25,,False
4,14,A1,28.2,2020-05-25,,False
6,1,A1,22.3,2020-05-25,-107.0,False
6,1,A1,22.6,2020-05-25,-107.0,False
6,4,A1,25.0,2020-05-25,30.0,False
3,7,A1,24.2,2020-05-26,,False
3,25,A1,21.4,2020-05-26,,False
3,34,A1,24.3,2020-05-26,,False
3,9,A1,21.4,2020-05-26,,False
3,26,A1,20.3,2020-05-26,,False
4,6,A1,21.2,2020-05-26,155.0,False
4,30,A1,25.5,2020-05-26,,False
4,39,A1,24.3,2020-05-26,11.0,False
4,30,A1,20.2,2020-05-26,,False
4,47,A1,21.4,2020-05-26,,False
4,14,A1,19.9,2020-05-26,,False
6,1,A1,23.1,2020-05-26,-106.0,False
6,1,A1,21.4,2020-05-26,-106.0,False
6,4,A1,21.0,2020-05-26,31.0,False
3,7,A1,24.9,2020-05-26,,False
3,25,A1,24.5,2020-05-26,,False
3,34,A1,26.7,2020-05-26,,False
3,9,A1,27.9,2020-05-26,,False
3,26,A1,32.2,2020-05-26,,False
4,6,A1,22.9,2020-05-26,155.0,False
4,30,A1,29.7,2020-05-26,,False
4,39,A1,27.3,2020-05-26,11.0,False
4,30,A1,23.8,2020-05-26,,False
4,47,A1,24.1,2020-05-26,,False
4,14,A1,26.4,2020-05-26,,False
6,1,A1,26.3,2020-05-26,-106.0,False
6,1,A1,24.6,2020-05-26,-106.0,False
6,4,A1,26.9,2020-05-26,31.0,False
3,7,A1,25.2,2020-05-27,,False
3,25,A1,38.2,2020-05-27,,False
3,34,A1,28.5,2020-05-27,,False
3,9,A1,23.3,2020-05-27,,False
3,26,A1,33.2,2020-05-27,,False
4,6,A1,25.8,2020-05-27,156.0,False
4,30,A1,23.6,2020-05-27,,False
4,39,A1,21.2,2020-05-27,12.0,False
4,30,A1,23.1,2020-05-27,,False
4,47,A1,25.1,2020-05-27,,False
4,14,A1,21.6,2020-05-27,,False
6,1,A1,20.5,2020-05-27,-105.0,False
6,1,A1,21.6,2020-05-27,-105.0,False
6,4,A1,21.6,2020-05-27,32.0,False
3,7,A1,27.4,2020-05-27,,False
3,25,A1,29.0,2020-05-27,,False
3,34,A1,28.4,2020-05-27,,False
3,26,A1,27.9,2020-05-27,,False
4,6,A1,25.7,2020-05-27,156.0,False
4,30,A1,29.2,2020-05-27,,False
4,39,A1,26.1,2020-05-27,12.0,False
4,30,A1,27.3,2020-05-27,,False
4,47,A1,24.4,2020-05-27,,False
4,14,A1,27.3,2020-05-27,,False
6,1,A1,26.8,2020-05-27,-105.0,False
6,1,A1,27.6,2020-05-27,-105.0,False
6,4,A1,28.1,2020-05-27,32.0,False
3,7,A1,26.4,2020-05-28,,False
3,25,A1,29.5,2020-05-28,,False
3,34,A1,28.3,2020-05-28,,False
3,26,A1,26.3,2020-05-28,,False
4,6,A1,25.0,2020-05-28,157.0,False
4,30,A1,29.5,2020-05-28,,False
4,39,A1,28.2,2020-05-28,13.0,False
4,30,A1,46.8,2020-05-28,,False
4,47,A1,26.2,2020-05-28,,False
4,14,A1,27.4,2020-05-28,,False
6,1,A1,26.8,2020-05-28,-104.0,False
6,1,A1,26.1,2020-05-28,-104.0,False
6,4,A1,25.6,2020-05-28,33.0,False
3,7,A1,25.2,2020-05-28,,False
3,25,A1,27.8,2020-05-28,,False
3,34,A1,33.2,2020-05-28,,False
3,26,A1,31.0,2020-05-28,,False
4,6,A1,23.2,2020-05-28,157.0,False
4,30,A1,27.0,2020-05-28,,False
4,39,A1,26.9,2020-05-28,13.0,False
4,30,A1,26.3,2020-05-28,,False
4,47,A1,24.7,2020-05-28,,False
4,14,A1,25.1,2020-05-28,,False
6,1,A1,27.3,2020-05-28,-104.0,False
6,1,A1,28.6,2020-05-28,-104.0,False
6,4,A1,27.5,2020-05-28,33.0,False
3,7,A1,25.3,2020-05-29,,False
3,25,A1,26.3,2020-05-29,,False
3,0,A1,26.3,2020-05-29,,False
3,26,A1,27.1,2020-05-29,,False
4,6,A1,25.2,2020-05-29,158.0,False
4,30,A1,28.4,2020-05-29,,False
4,23,A1,26.8,2020-05-29,10.0,False
4,39,A1,25.8,2020-05-29,14.0,False
4,30,A1,29.4,2020-05-29,,False
4,47,A1,25.7,2020-05-29,,False
4,14,A1,26.6,2020-05-29,,False
6,1,A1,26.7,2020-05-29,-103.0,False
6,1,A1,26.8,2020-05-29,-103.0,False
6,4,A1,26.5,2020-05-29,34.0,False
3,25,A1,29.0,2020-05-29,,False
3,34,A1,29.5,2020-05-29,,False
3,26,A1,27.1,2020-05-29,,False
4,6,A1,28.1,2020-05-29,158.0,False
4,30,A1,30.5,2020-05-29,,False
4,23,A1,29.8,2020-05-29,10.0,False
4,39,A1,28.6,2020-05-29,14.0,False
4,30,A1,31.5,2020-05-29,,False
4,47,A1,28.0,2020-05-29,,False
4,14,A1,28.3,2020-05-29,,False
6,1,A1,28.1,2020-05-29,-103.0,False
6,1,A1,27.0,2020-05-29,-103.0,False
6,4,A1,28.6,2020-05-29,34.0,False
3,25,A1,28.7,2020-05-30,,False
3,34,A1,28.6,2020-05-30,,False
3,26,A1,28.4,2020-05-30,,False
4,6,A1,25.1,2020-05-30,159.0,False
4,30,A1,28.1,2020-05-30,,False
4,23,A1,28.1,2020-05-30,11.0,False
4,39,A1,25.6,2020-05-30,15.0,False
4,30,A1,34.0,2020-05-30,,False
4,47,A1,28.0,2020-05-30,,False
4,14,A1,28.7,2020-05-30,,False
6,1,A1,28.5,2020-05-30,-102.0,True
6,1,A1,27.1,2020-05-30,-102.0,True
6,4,A1,27.4,2020-05-30,35.0,False
3,25,A1,30.2,2020-05-30,,False
3,34,A1,27.0,2020-05-30,,False
3,48,A1,27.3,2020-05-30,283.0,False
3,26,A1,28.9,2020-05-30,,False
4,6,A1,28.2,2020-05-30,159.0,False
4,47,A1,30.2,2020-05-30,,False
4,30,A1,34.3,2020-05-30,,False
4,23,A1,29.3,2020-05-30,11.0,False
4,39,A1,29.7,2020-05-30,15.0,False
4,14,A1,30.6,2020-05-30,,False
4,30,A1,29.5,2020-05-30,,False
6,1,A1,27.9,2020-05-30,-102.0,True
6,1,A1,30.5,2020-05-30,-102.0,True
6,4,A1,32.6,2020-05-30,35.0,False
3,55,A1,27.2,2020-05-31,,False
3,25,A1,26.5,2020-05-31,,False
3,34,A1,28.3,2020-05-31,,False
3,48,A1,23.9,2020-05-31,284.0,False
3,26,A1,26.5,2020-05-31,,False
4,6,A1,27.0,2020-05-31,160.0,False
4,47,A1,26.8,2020-05-31,,False
4,30,A1,25.8,2020-05-31,,False
4,23,A1,30.3,2020-05-31,12.0,False
4,39,A1,29.4,2020-05-31,16.0,False
4,14,A1,25.5,2020-05-31,,False
4,30,A1,24.4,2020-05-31,,False
6,1,A1,27.9,2020-05-31,-101.0,True
